Nro.	Modular	Estante	Cod	Modulo_Estanteria	Fila	Materia	Titulo	Autor	Idioma	Tipo	Pais de Origen	Editorial	Fecha_edicion	Edicion	Nro_ejemplares	Estado Fisico	Observaciones
617	2M-3E	Fila 3	YGe 72	E	E5	Yacimientos-Geol. Económica	Uranium in the Pine Creek Geosyncline con 4 mmapas	FERGUSON, J., GOLEBY, A.	Ingles	Libro	Austria	International Atomic Energy Agency	1980	Primera	1	Bueno	
618	2M-3E	Fila 3	YGe 73	E	E5	Yacimientos-Geol. Económica	Uranium and Thorium	GRAINGER, L.	Ingles	Libro	Gran Bretaña	George Newnes Limited	1958	Primera	1	Bueno	
619	2M-3E	Fila 3	YGe 74	E	E5	Yacimientos-Geol. Económica	Tungsten	SINCLAIR, H. P.	Ingles	Libro	Inglaterra-Reino Unido	Mining Journals Books	1979	Primera	1	Bueno	
620	2M-3E	Fila 3	YGe 75	E	E5	Yacimientos-Geol. Económica	Genetic Types of Rare-Element Deposits Vol. III	VLASOV, K. A. 	Ingles	Libro	Jerusalem-Israel	Israel Program for Scientific Tranlations Ltd	1968	Primera	1	Bueno	
621	2M-3E	Fila 3	YGe 76	E	E5	Yacimientos-Geol. Económica	Les Massifs Peridotitiques de Nouvelle - Caledonie	GUILLON, J.H.	Frances	Libro	París-Francia	ORSTOM	1975	Primera	1	Malo	
622	2M-3E	Fila 3	YGe 77	E	E5	Yacimientos-Geol. Económica	Estudios de los criaderos y yacimientos de rocas fosfáticas del mundo y de sus génesis	RIOS, J. M.	Español	Libro	Madrid-España	S/E	1970	Primera	2	Malo	
623	2M-3E	Fila 3	YGe 78	E	E5	Yacimientos-Geol. Económica	Projeto Rochas Ornamentais. Relatório Final	MACEDO, A.B., CHIEREGATI, L. A.	Portugues	Libro	Sao Paulo-Brasil	S/E	1982	Primera	1	Malo	INVESTIGACION
624	2M-3E	Fila 3	YGe 79	E	E5	Yacimientos-Geol. Económica	Définition de Zones Favorables a la Prospection du Kaolin dans le Massif Armoricain 1 MAPA	DELFAU, M., LE BERRE, P.	Frances	Libro	París-Francia	B.R.G.M	1981	Primera	1	Bueno	
625	2M-3E	Fila 3	YGe 80	E	E5	Yacimientos-Geol. Económica	Recursos Minerales no Metálicos en el Paraguay	ROZES, B.	Español	Libro	París-Francia	B.R.G.M	1984	Primera	1	Bueno	
626	2M-3E	Fila 3	YGe 81	E	E5	Yacimientos-Geol. Económica	Geologie des Phosphates Sedimentaires	SLANSKY, M.	Frances	Libro	París-Francia	B.R.G.M	1980	Primera	1	Malo	
627	2M-3E	Fila 4	YGe 82	E	E5	Yacimientos-Geol. Económica	Inventario de Recursos de Carbón Mineral en Países no Productores de América Latina	Organización Latinoamericana de Energía	Español	Libro	N/A	OLADE	1983	Primera	1	Malo	
628	2M-3E	Fila 4	YGe 83	E	E5	Yacimientos-Geol. Económica	Cauca Valley Coal Survey	AUTECO	Ingles	REPORTE	Bruselas-Bélgica	S/E	1964	Primera	1	Bueno	REPORTE
629	2M-3E	Fila 4	YGe 84	E	E5	Yacimientos-Geol. Económica	Coal its Formation and Composition	FRANCIS, W.	Ingles	Libro	Gran Bretaña	Edward Arnold Publishers, Ltd	1961	segunda	1	Bueno	
630	2M-3E	Fila 4	YGe 85	E	E6	Yacimientos-Geol. Económica	Bauxites 1 Developments in Soil Science	VALETON, I.	Ingles	Libro	Netherlands-Amsterdam	Elsevier Publishing Company	1972	Primera	1	Bueno	
631	2M-3E	Fila 4	YGe 86	E	E6	Yacimientos-Geol. Económica	Carbonate sedimentation and Environments Shark Bay Western Australia	LOGAN, B.W., DAVIES, G.R., READ, J.F., CEBULSKI, D. E.	Ingles	Libro	Oklahoma-EEUU	American Assosiation of Petroleum Geologist	1970	Primera	1	Bueno	
632	2M-3E	Fila 4	YGe 87	E	E6	Yacimientos-Geol. Económica	Manganese Deposits	ROY, S.	Ingles	Libro	Gran Bretaña	Academic press	1981	Primera	1	Bueno	
633	2M-3E	Fila 4	YGe 88	E	E6	Yacimientos-Geol. Económica	The Economics of Diatomite Fifth Edition 1988	Roskill Information Services Ltd.	Ingles	Libro	Inglatera	Roskill Information Services	1988	Primera	1	Bueno	
634	2M-3E	Fila 4	YGe 89	E	E6	Yacimientos-Geol. Económica	The Economics of Diatomite Second Edition 1981	Roskill Information Services Ltd.	Ingles	Libro	Londres-Inglatera	Roskill Information Services	1981	segunda	1	Bueno	
635	2M-3E	Fila 4	YGe 90	E	E6	Yacimientos-Geol. Económica	The Economics of Gypsum and Anhydrite, 4th Ed. 1987	Roskill Information Services Ltd.	Ingles	Libro	Londres-Inglatera	Roskill Information Services	1987	cuarta	1	Bueno	
636	2M-3E	Fila 4	YGe 91	E	E6	Yacimientos-Geol. Económica	The Economics of Perlite, 5th Ed. 1988	Roskill Information Services Ltd.	Ingles	Libro	Inglatera	Roskill Information Services	1988	quinta	1	Bueno	
637	2M-3E	Fila 4	YGe 92	E	E6	Yacimientos-Geol. Económica	La minería y el petróleo en el Ecuador	COLOMA SILVA, E.	Español	Libro	Quito-Ecuador	DMP	1941	Primera	1	Bueno	
638	2M-3E	Fila 4	YGe 94	E	E6	Yacimientos-Geol. Económica	Analyses of Clay, Shale, and Related Materials Southern Countries	SWEET, P. C.	Ingles	Libro	Virginia-EEUU	N/A	1973	Primera	1	Malo	
639	2M-3E	Fila 4	YGe 96	E	E6	Yacimientos-Geol. Económica	Perú Minero 1974	RODRIGUEZ HOYLE, D.	Español	Libro	Lima-Perú	Sociedad Nacional de Minería y Petroleos	1974	Primera	1	Bueno	
640	2M-3E	Fila 4	YGe 97	E	E6	Yacimientos-Geol. Económica	Faisabilite des Projets dans l’industrie des Procedes	LEENAERTS, R.	Frances	Libro	París-Francia	Agence de cooperation culturelle	1987	Primera	1	Bueno	
641	2M-3E	Fila 4	YGe 98	E	E6	Yacimientos-Geol. Económica	Negotiation and Drafting of Mining Development Agreements	Naciones Unidas	Ingles	Libro	Inglatera	Mining Journals Books	1976	Primera	1	Bueno	
642	2M-3E	Fila 4	YGe 99	E	E6	Yacimientos-Geol. Económica	The Economic Definition of Ore Cut-off Grades in Theory and Practice	LANE, K. F.	Ingles	Libro	Inglatera	Mining Journals Books	1988	Primera	1	Bueno	
643	2M-3E	Fila 4	YGe 100	E	E6	Yacimientos-Geol. Económica	El comercio de productos mineros no ferrosos en el Grupo Andino	Junta del Acuerdo de Cartagena	Español	Libro	Lima-Perú	Junta del acuerdo de Cartagena	1988	Primera	1	Malo	
644	2M-3E	Fila 4	YGe 101	E	E6	Yacimientos-Geol. Económica	MIning in the New World	PRIETO, C.	Ingles	Libro	EEUU	McGraw-Hill	1973	Primera	1	Bueno	
645	2M-3E	Fila 4	YGe 102	E	E6	Yacimientos-Geol. Económica	Ok Tedi Evolution of a Third World Mining Project	PINTZ, W. S.	Ingles	Libro	Londres-Inglatera	Mining Journals Books	1984	Primera	1	Bueno	
646	2M-3E	Fila 4	YGe 103	E	E6	Yacimientos-Geol. Económica	Financing Mining Proyects in Developing Countries	RADETZKI, Ma., ZORN, S.	Ingles	Libro	Inglatera	Mining Journals Books	1979	Primera	1	Bueno	
647	2M-3E	Fila 4	YGe 104	E	E6	Yacimientos-Geol. Económica	Eléments d’econmie minérale (copia)	BOUDET, E.	Frances	Libro	Francia	N/A	1971	Primera	1	Malo	
648	2M-3E	Fila 4	YGe 105	E	E6	Yacimientos-Geol. Económica	Estudios de Viabilidad en Proyectos Mineros	ARTEAGA RODRIGUEA, R., LOPEZ JIMENO, C. y Otros	Español	Libro	Madrid-España	ADOSA	1993	Primera	1	Bueno	
649	2M-3E	Fila 4	YGe 106	E	E6	Yacimientos-Geol. Económica	Marketing Guide for Gold (copia)	HDD Resource Consultants Ltd.	Ingles	Libro	California-EEUU	Miller freeman publicarions	1983	Primera	1	Bueno	
650	2M-3E	Fila 4	YGe 107	E	E6	Yacimientos-Geol. Económica	Industrial Minerals and Rocks 	KUZVART, M.	Ingles	Libro	Chescolobaquia	Elsevier Publishing Company	1984	Primera	1	Bueno	
651	2M-3E	Fila 4	YGe 108	E	E6	Yacimientos-Geol. Económica	Industrial minerals and rocks Vol. 1	LEFOND STANLEY, J.	Ingles	Libro	EEUU	American institute, metallurgical and petroleum 	1983	quinta	1	Bueno	
652	2M-3E	Fila 4	YGe 109	E	E6	Yacimientos-Geol. Económica	Industrial minerals and rocks Vol. 2	LEFOND STANLEY, J.	Ingles	Libro	EEUU	American institute, metallurgical and petroleum 	1983	quinta	1	Bueno	
653	2M-3E	Fila 4	YGe 110	E	E6	Yacimientos-Geol. Económica	Monografía geológico - minera del Estado de Michoacan	MARTINEZ VERA, A.	Español	Monografias	Mexico	SECOFI	1995	Primera	1	Bueno	
654	2M-3E	Fila 4	YGe 111	E	E6	Yacimientos-Geol. Económica	Monografía geológico-minera del Estado de Veracruz	CARDENAS VARGAS, J.	Español	Monografias	Mexico	Secretaria de energia, minas e industria paraestatal	1994	Primera	1	Bueno	
655	2M-3E	Fila 4	YGe 112	E	E6	Yacimientos-Geol. Económica	Elementos químicos y sus recursos minerales	VALERY, I., GARCIA, V., FLORES, E.	Español	Libro	Caracaz-Venezuela	INGEOMIN 	2002	Primera	1	Bueno	
656	2M-3E	Fila 4	YGe 113	E	E6	Yacimientos-Geol. Económica	Yacimientos minerales	HIGUERAS, P.,OYARZUN, R. 	Español	Libro	Madrid-España	S/E	2006	Primera	1	Bueno	
657	2M-3E	Fila 4	YGe 114	E	E6	Yacimientos-Geol. Económica	Geology of the Nonmetallics	HARBEN,P. W., BATES, R. L.	Ingles	Libro	Inglatera	Metal Bulletin	1984	Primera	1	Bueno	
658	2M-3E	Fila 5	YGe 115	E	E6	Yacimientos-Geol. Económica	Texas´Lignite: Near - Surface and Deep-Basin Resources	KAISER, W.R.	Ingles	Libro	Texas	The University of Texas Press	1974	Primera	1	Malo	
659	2M-3E	Fila 5	YGe 116	E	E6	Yacimientos-Geol. Económica	Grafitos E Seu Beneficiamento	BORGES, R., CARLOS, S., De ARAUJO, J., GATT, L., BALSINI, M.	Español	Boletin	Brazil	S/E	1945	Primera	1	Bueno	
660	2M-3E	Fila 5	YGe 117	E	E6	Yacimientos-Geol. Económica	Noticias de la comunidad europea del carbon y del acero	Comunidad Europea del Carbón y el Acero	Ingles	Libro	Luxemburgo	S/E	1966	Primera	1	Malo	
661	2M-3E	Fila 5	YGe 118	E	E6	Yacimientos-Geol. Económica	Natural Resources of Developing Countries: Investigation, Development and Rational utilization	NACIONES UNIDAS	Ingles	Libro	New York-EEUU	Naciones Unidas	1970	Primera	1	Bueno	
662	2M-3E	Fila 5	YGe 119	E	E6	Yacimientos-Geol. Económica	Evaluación de los depósitos bauxiticos en el área de Morales y Cajibio, departamento del Cauca	ROSAS, H.	Español	Informe	Popayán-Colombia	S/E	s/f	Primera	1	Malo	INFORME
663	2M-3E	Fila 5	YGe 120	E	E6	Yacimientos-Geol. Económica	Coloquio sobre fenómenos de alteración y metamorfismo en rocas volcanicas e intrusivas	KLOHN, E.	Español/Ingles	Libro	Santiago-Chile	S/E	1974	Primera	1	Malo	
664	2M-3E	Fila 5	YGe 121	E	E6	Yacimientos-Geol. Económica	Geología y regularidades de la distriución de los yacimientos de cobre y oro de la región mineral de las villas	CABRERA, R.	Español	Libro	La Habbana-Cuba	Academia de Ciencias de Cuba	1986	Primera	1	Bueno	
665	2M-3E	Fila 5	YGe 122	E	E6	Yacimientos-Geol. Económica	Introducción a la Metodología de investigación minera	AZCARATE, M. J.E.	Español	Libro	España	S/E	s/f	Primera	1	Bueno	
666	2M-3E	Fila 5	YGe 123	E	E6	Yacimientos-Geol. Económica	Literatursammlung Diatomit - Phosphat Perú - (Sucre)	VARIOS	Ingles	Libro	Lima-Perú	INGEMET	1983	Primera	1	Bueno	COPIAS DE VARIOS LIBROS
667	2M-3E	Fila 5	YGe 124	E	E6	Yacimientos-Geol. Económica	Uranium Ore Deposits	DAHLKAMP,F. J.	Ingles	Libro	Alemania	Springer Study Edition	1991	Primera	1	Bueno	
668	2M-3E	Fila 5	YGe 125	E	E6	Yacimientos-Geol. Económica	Ore reserves - Code of practice	BLAISE, J- R., BENAC, J-P., DEMANGE, C., DUPUIS, J-C., VOUILLOT, L.	Ingles	Libro	N/A	COGEMA	1997	Primera	1	Bueno	
669	2M-3E	Fila 5	YGe 126	E	E6	Yacimientos-Geol. Económica	Uranium 2007: Resources, Production and Demand	Nuclear Energy Agency., Organisation for Economic Co-Operation and Development	Ingles	Libro	N/A	OECD	2008	Primera	1	Bueno	
670	2M-3E	Fila 5	YGe 127	E	E6	Yacimientos-Geol. Económica	Forty Years of Uranium Resources, Production and Demand in Respective	Nuclear Energy Agency., Organisation for Economic Co-Operation and Development	Ingles	Libro	EEUU	OECD	2006	Primera	1	Bueno	
671	2M-3E	Fila 5	YGe 128	E	E6	Yacimientos-Geol. Económica	Echantillonnage de carottes de sondages pour corrélation Radioactivité - Teneur	BLAISE, J.R.	Frances	Libro	N/A	COGEMA	1998	Primera	1	Bueno	
672	2M-3E	Fila 5	YGe 129	E	E6	Yacimientos-Geol. Económica	Unconformity Related Uranium Deposits	BLAISE, J.R.	Ingles	Libro	Vienna-Austria	S/E	2002	Primera	1	Bueno	
673	2M-3E	Fila 5	YGe 130	E	E6	Yacimientos-Geol. Económica	Minería, Minerales y Desarrollo sustentable en América del Sur	Minería Sustentable en América del Sur	Español	Libro	N/A	IIED	2002	Primera	1	Bueno	
674	2M-3E	Fila 5	YGe 131	E	E6	Yacimientos-Geol. Económica	Mapa metalogenético de América del sur 1:50.000	Servicio Geol+ogico Minero Argentino	Español	Mapa	Buenos Aires-Argentina	Oswaldo Caccaglio	2005	Primera	2	Bueno	MAPA
675	2M-3E	Fila 5	YGe 132	E	E6	Yacimientos-Geol. Económica	Epithermal golddeposits: Styles, characteristcs, and exploration	The Society of Resource Geology	Español	Libro	N/A	Society of Resource Geology	s/f	Primera	1	Bueno	
676	2M-3E	Fila 5	YGe 133	E	E6	Yacimientos-Geol. Económica	Geology of ore deposits.	Economic Geology	Ingles	Libro	N/A	S/E	s/f	Primera	1	Bueno	
677	2M-3E	Fila 5	YGe 134	E	E6	Yacimientos-Geol. Económica	Prospección  estudio mineralometrico de yacimientos detriticos.Aplicacióndel método en el Batolito de los Pedroches.	CAQUERO, C.	Español	Libro	España	ENADIMSA	1977	Primera	1	Malo	
678	2M-3E	Fila 5	YGe 135	E	E6	Yacimientos-Geol. Económica	Structural geology in mining and exploration. Extended abstracts	The University of Western Australia	Ingles	Libro	Australia	The University of Western Australia	1991	Primera	1	Malo	
679	2M-3E	Fila 5	YGe 136	E	E6	Yacimientos-Geol. Económica	Report on the laolin occurrences around chirivico, south of Río San Juan, and near Arroyo frío, Cordillera Central, Dominican repblic.	Instituto Federal de Geociencias y Materias Primas	Ingles	Libro	Alemania	Mente et Malled	1988	Primera	1	Malo	
680	2M-3E	Fila 5	YGe 137	E	E6	Yacimientos-Geol. Económica	Detour lake -Anew gold mine	WRIGHT. K.P., WARD, I.R.	Ingles	Paper	N/A	S/E	1974	Primera	1	Bueno	PAPER
681	2M-3E	Fila 5	YGe 138	E	E6	Yacimientos-Geol. Económica	Extracción de arena y grava de los ríos	ZEEDYK, B., NICHOLSON, V.	Español	Paper	Mexico	Sociedad Audubon de México	s/f	Primera	1	Bueno	PAPER
682	2M-3E	Fila 5	YGe 139	E	E6	Yacimientos-Geol. Económica	Recuperation de l'or d'un prospect du burundi	BERNARD DE BAL, J.	Frances	INVESTIGACIÓN	Francia	S/E	1991	Primera	1	Bueno	INVESTIGACION
683	2M-3E	Fila 5	YGe 140	E	E6	Yacimientos-Geol. Económica	Distribution,analysis, and recovery of fine glod from alluvial deposits	COOK, R	Ingles	Informe	Alaska	S/E	1992	Primera	1	Bueno	INFORME
684	2M-3E	Fila 5	YGe 141	E	E6	Yacimientos-Geol. Económica	Geology of the Industrial rocks and Minerals	BATES, R. L.	Ingles	Libro	New York-EEUU	Dover Publications	1960	Primera	2	Bueno	
685	2M-3E	Fila 5	YGe 142	E	E6	Yacimientos-Geol. Económica	Editor's Preface	-	Ingles	Libro	N/A	S/E	1974	Primera	1	Malo	LIBRO SIN TITULO
686	2M-3E	Fila 5	YGe 143	E	E6	Yacimientos-Geol. Económica	Exploration and discovery of base - and precious - metal deposits in the circum - pacific region during the last 2 years	SILLITOE, R.H.	Ingles	Libro	Tokyo-Japón	Metal Mining Agency of Japan	1995	Primera	1	Malo	
687	2M-3E	Fila 5	YGe 144	E	E6	Yacimientos-Geol. Económica	Zonificación Geotectónica y Metalogenia del Ecuador	PALADINES, A.	español	Libro	Quito-Ecuador	S/E	1989	Primera	1	Bueno	
688	2M-3E	Fila 5	YGe 145	E	E6	Yacimientos-Geol. Económica	Interpretation of Leached Outcrops	BLANCHARD, R.	ingles	Boletin	Arizona-EEUU	University of Nevada	1968	Primera	1	Bueno	
689	2M-3E	Fila 5	YGe 146 	E	E6	Yacimientos-Geol. Económica	Wall Rock alteration 	MEYER, C., HEMLEY, J.	ingles	Libro	Canada	Geological Survey 	s/f	Primera	1	Bueno	
690	2M-3E	Fila 5	YGe 147 	E	E6	Yacimientos-Geol. Económica	Copper Deposits of plutonic association	BOWEN, R,. GUNATILACA, A.	Ingles	Libro	N/A	Applied Science Publishers Ltd	s/f	Primera	1	Bueno	
691	2M-3E	Fila 5	YGe 148	E	E6	Yacimientos-Geol. Económica	Gold Extraction for the Small Operator	Imperial Chemical Industries	ingles	Libro	Londres-Reino Unido	Imperial Chemical Industries	s/f	segunda	1	Bueno	
692	2M-4E	Fila 1	GES 01	E	E7	Estadística – geoestadística	Presentación de la Geoestadística	JOURNEL, A., ALFARO,S.	español	Libro	N/A	S/E	s/f	Primera	1	Bueno	
693	2M-4E	Fila 1	GES 02	E	E7	Estadística – geoestadística	Glosario Sistemático de la Terminología de los Métodos Estadísticos: Inglés, Frances, Español, Ruso	PAENSON, I.	Ingles	Libro	Polonia	PERGAMON PRESS	1970	Primera	1	Bueno	
694	2M-4E	Fila 1	GES 03	E	E7	Estadística – geoestadística	Procedimientos para la Exposición Gráfica de los Datos Estadísticos	KRIEGESMANN, L. M.	Español	Libro	Valparaiso-Chile	Talleres Gráficos Salesianos	1927	Primera	1	Malo	
695	2M-4E	Fila 1	GES 04	E	E7	Estadística – geoestadística	Statistics and Data Analysis in Geology	DAVIS, J. C.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1986	segunda	1	Bueno	
696	2M-4E	Fila 1	GES 05	E	E7	Estadística – geoestadística	Elements de Statistique a L’Usage des Geologues	DE JEKHOWSKY, B.	Frances	Libro	N/A	TECHNIP	1977	Primera	1	Bueno	
697	2M-4E	Fila 1	GES 06	E	E7	Estadística – geoestadística	Engineering Statistics	BOWKER, A. H., LIEBERMAN, G. J.	Ingles	Libro	EEUU	Prentice Hall, INC	1972	segunda	1	Bueno	
698	2M-4E	Fila 1	GES 07	E	E7	Estadística – geoestadística	Statistical Analysis of Geological Data Vol. 1	KOCH, G. S. Jr., LINK, R. F.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1970	Primera	1	Bueno	
699	2M-4E	Fila 1	GES 08	E	E7	Estadística – geoestadística	Statistical Analysis of Geological Data Vol. 2	KOCH, G. S. Jr., LINK, R. F.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1971	Primera	1	Bueno	
700	2M-4E	Fila 1	GES 09	E	E7	Estadística – geoestadística	Practical Geostatistics	CLARK, I.	Ingles	Libro	Londres-Reino Unido	Applied Science Publishers Ltd	1982	Primera	2	Bueno	a y b
701	2M-4E	Fila 1	GES 10	E	E7	Estadística – geoestadística	An Introduction to Statical Models in Geology	KRUMBEIN, W.C., GRAYBILL, F. A.	Ingles	Libro	EEUU	McGraw-Hill	1965	Primera	2	Bueno	
702	2M-4E	Fila 1	GES 11	E	E7	Estadística – geoestadística	An Introduction to Statistical Methods	SECRIST, H.	Ingles	Libro	New York-EEUU	The Macmillan Company	1936	Primera	1	Bueno	
703	2M-4E	Fila 1	GES 12	E	E7	Estadística – geoestadística	Readings and Problems in Statistical Methods	SECRIST, H.	Ingles	Libro	New York-EEUU	The Macmillan Company	1921	Primera	1	Bueno	
704	2M-4E	Fila 1	GES 13	E	E7	Estadística – geoestadística	An Elementary Treatise on Graphs	GIPSON, G. A.	Ingles	Libro	Gran Bretaña	The Macmillan Company	1935	Primera	1	Bueno	
705	2M-4E	Fila 1	GES 14	E	E7	Estadística – geoestadística	Introduction to Statistics and Computer Programming	KOSSACK, C. F., HENSCHKE, C. I.	Ingles	Libro	EEUU	Holden Day, INC	1975	Primera	1	Bueno	
706	2M-4E	Fila 1	GES 15	E	E7	Estadística – geoestadística	Geostatiscal methods of ore reserve esimation	MICHEL RENDU, J.	Ingles	Libro	N/A	S/E	1984	Primera	2	Bueno	
707	2M-4E	Fila 1	GES 16	E	E7	Estadística – geoestadística	Elementary statistical theory and applications	ALFARO, M.	Ingles	Libro	N/A	S/E	1974	Primera	1	Bueno	14 Fascículos
708	2M-4E	Fila 1	GES 17	E	E7	Estadística – geoestadística	Geostatistique miniere tome 1	JOURNEL, A.	Ingles	Libro	N/A	S/E	1977	Primera	1	Bueno	
709	2M-4E	Fila 1	GES 18	E	E7	Estadística – geoestadística	Geostatistique miniere tome 2	JOURNEL, A.	Ingles	Libro	N/A	S/E	1977	Primera	1	Bueno	
710	2M-4E	Fila 1	GES 19	E	E7	Estadística – geoestadística	La theorie des variables regionalisees et ses applications	MATHERON, G.	Ingles	Libro	N/A	S/E	1970	Primera	1	Bueno	
711	2M-4E	Fila 1	GES 20	E	E7	Estadística – geoestadística	Practical statistics for petroleum engineers	STANLEY, L.	Ingles	Libro	EEUU	PETROLEUM PUBLISHING COMPANY	1973	Primera	1	Bueno	
712	2M-4E	Fila 1	GES 21	E	E7	Estadística – geoestadística	Applied statistics for engineers	VOLK, W.	Ingles	Libro	EEUU	McGraw-Hill	1969	Primera	1	Bueno	
713	2M-4E	Fila 1	GES 22	E	E7	Estadística – geoestadística	Relazione sul servizio minerario e statistica delle industrie estrattive in italia nell anno 1972	Ministerio de Industria, Comercio y Artesanía	Italiano	Libro	Tivoli-Italia	Grafiche Chicca	1977	Primera	1	Bueno	
714	2M-4E	Fila 1	GES 23	E	E7	Estadística – geoestadística	Estadistica comercial	BENCARDINO, C.	Ingles	Libro	Bogotá-Colombia	Norma	1981	Primera	1	Bueno	
715	2M-4E	Fila 1	GES 24	E	E7	Estadística – geoestadística	Lognormal de wijsian geostatistics for ore evaluation	KRIGE, D. G.	Ingles	Libro	Johanesburgo-Sudafrica	South African Institute of Mining and Metallurgy	1981	Primera	1	Bueno	
716	2M-4E	Fila 1	GES 25	E	E7	Estadística – geoestadística	Introducción a la geoestadistica	Universidad Nacional de Colombia	Español	Curso	Bogotá-Colombia	Universidad Nacional de Colombia	s/f	Primera	1	Bueno	
717	2M-4E	Fila 1	GES 26	E	E7	Estadística – geoestadística	Spatial data analysis	HAINING, R.	Ingles	Libro	Reino Unido	Cambridge University Press	2012	Primera	1	Bueno	
718	2M-4E	Fila 1	GES 27	E	E7	Estadística – geoestadística	Engineering fundamentals	CRANDALL, K., SEABLOOM, R.	Ingles	Libro	EEUU	McGraw-Hill	1970	Primera	1	Bueno	
719	2M-4E	Fila 2	GT 01	E	E7	Geotecnia	International Symposium on Landslide Hazard Assesment	SASSA, K.	Ingles	Libro	Xian-China	S/E	1997	Primera	1	Bueno	
720	2M-4E	Fila 2	GT 02	E	E7	Geotecnia	Engineering Properties of Soils and Their Measurement	BOWLES, Y. E.	Ingles	Libro	EEUU	McGraw-Hill	1970	Primera	1	Bueno	
721	2M-4E	Fila 2	GT 03	E	E7	Geotecnia	Guía de restauración de graveras 	Instituto Tecnológico Geo-Minero de España	Español	Libro	Madrid-España	Instituto Tecnológico Geominero de España	1996	Primera	1	Bueno	
722	2M-4E	Fila 2	GT 04	E	E7	Geotecnia	Apuntes de geotecnia y cimientos, Elasticidad y Plasticidad en Mecánica de Suelos	Universidad Politécnica de Madrid	Español	Apuntes	Madrid-España	Servicio de Publicaciones	1970	Primera	1	Bueno	
723	2M-4E	Fila 2	GT 05	E	E7	Geotecnia	Apuntes de geotécnia y Cimientos, elasticidad y plasticidad en mecánica de suelos, Apéndice al Tomo	Universidad Politécnica de Madrid	Español	Apuntes	Madrid-España	Servicio de Publicaciones	1970	Primera	1	Bueno	
724	2M-4E	Fila 2	GT 06	E	E7	Geotecnia	Apuntes de Geotécnia y Cimientos, cimentaciones superficiales	Universidad Politécnica de Madrid	Español	Apuntes	Madrid-España	Servicio de Publicaciones	1970	Primera	1	Bueno	
725	2M-4E	Fila 2	GT 07	E	E7	Geotecnia	Apuntes de Empujes de Tierras	ENTRECANALES, J., LORENTE, C.	Español	Libro	Madrid-España	Servicio de Publicaciones	1974	Primera	1	Bueno	
726	2M-4E	Fila 2	GT 08	E	E7	Geotecnia	Apuntes de Ampliación de Geotécnia y Cimientos	Servicio de Publicaciones España	Español	Libro	Madrid-España	Servicio de Publicaciones	1974	Primera	1	Bueno	
727	2M-4E	Fila 2	GT 09	E	E7	Geotecnia	Apéndice al Tomo Ampliación de Geotecnia y Cimientos, Pilotajes	Servicio de Publicaciones España	Español	Libro	Madrid-España	Servicio de Publicaciones	1974	Primera	1	Bueno	
728	2M-4E	Fila 2	GT 10	E	E7	Geotecnia	Apuntes de Estabilidad de Taludes	JIMENEZ SALAS, J., MOLINA, R.	Ingles	Apuntes	N/A	S/E	1974	Primera	1	Bueno	CUADERNO DE APUNTES
729	2M-4E	Fila 2	GT 11	E	E7	Geotecnia	Geotechnical Aspects of Heap Leach Design	VAN ZIL, D.	Ingles	Libro	Michigan-EEUU	Society of Mining Engineers, Inc	1987	Primera	1	Bueno	
